Name,Platform,Year,Genre,Publisher
Kinetic Void,"Microsoft Windows, OS X, Linux",2014,sandbox Space trading and combat simulator,Badland Studio
King Arthur's Gold,"Windows, Linux, Mac",N/A,"Player vs player, multiplayer, sidescrolling, indie",Transhuman Design
King of Dragon Pass,"Windows, Mac OS, iOS, Android, Windows Phone",Mac),"Turn-based strategy, Role-playing game","A Sharp, LLC"
Kingdom Rush,Flash browser game,2011,Tower defense game,Armor Games
KnightShift,"Windows, OS X",N/A,"Real-time strategy, role-playing",Topware Interactive
Knightmare Tower,"iOS, Windows, OS X, Linux, Android, browser",2013,N/A,N/A
Knights and Merchants,Windows,1998,Real-time strategy,Windows:
LEGO Worlds,Microsoft Windows,Play,Sandbox,Warner Bros. Interactive Entertainment
LIMBO,Xbox 360,N/A,"Puzzle, platform",Playdead
La Tale,Windows,N/A,massively multiplayer online role-playing game,KOR: Actoz Soft
La-Mulana,Microsoft Windows,2005,Platform-adventure (Metroidvania)[1],Microsoft Windows
Lakeview Cabin Collection,"Microsoft Windows, OS X",N/A,Survival horror,Roope Tamminen
Lara Croft and the Guardian of Light,Android,Wind,Action-adventure,Square Enix
Larva Mortus,"Microsoft Windows, Mac OS X",N/A,"Top-down shooter, RPG",Meridian4[1]
Layers of Fear,Linux,N/A,Psychological horror,"Aspyr Media, Inc."
Legend of Dungeon,"Linux, Microsoft Windows, OS X, Ouya",2013,Roguelike Action RPG,N/A
Legend of Fae,Windows,2011,"Action RPG, puzzle",Endless Fluff Games
Legend of Grimrock 2,"Microsoft Windows, OS X",N/A,"Action role-playing, dungeon crawl",Almost Human
Legends of Eisenwald,Microsoft Windows,2015,Role-playing,Aterdux Entertainment
Legends of Pegasus,Microsoft Windows,N/A,"4X, Real-time strategy, Turn-based strategy",Kalypso Media
Leo's Fortune,iOS,iOS,Puzzle game,N/A
Lethal League,"Microsoft Windows, OS X, Linux, PlayStation 4, Xbox One",OS X,Fighting,Team Reptile
Lifeless Planet,"Microsoft Windows, OS X, Xbox One, PlayStation 4, Linux",2014,"Puzzle, platformer","Serenity Forge (PC, PS4)"
Lineage II,Microsoft Windows,2003,MMORPG,NCSOFT
Little Big Adventure 2,"MS-DOS, Windows",N/A,Action-adventure game,Electronic Arts
Little Inferno,Wii U,2012,Puzzle,Tomorrow Corporation
Little Racers STREET,Xbox 360 (XBLIG),2011,Top-down Racing,Milkstone Studios
Loadout,"Microsoft Windows, PlayStation 4",2014,Third-person shooter,Edge of Reality
Lone Survivor The Director's Cut,"Microsoft Windows, OS X, Linux, PlayStation 3, PlayStation Vita, PlayStation 4, Wii U",N/A,Survival horror,Superflat Games
Lords of the Black Sun,Microsoft Windows,2014,"Science fiction, turn-based strategy, 4X",Iceberg Interactive
Lords of the Realm II,"DOS, Macintosh, Windows",1996,Turn-based strategy,Sierra Entertainment
Lost Saga North America,Microsoft Windows,2009,Fighting,Z8Games
Lovely Planet,"Windows, OS X, Linux, Xbox One, PlayStation 4, Wii U",2014,"First-person shooter, platform",tinyBuild
Lumines,"PlayStation Portable, mobile phone, Microsoft Windows, PlayStation 2, Xbox Live Arcade, PlayStation Network, iOS",2004,Puzzle,JP: Bandai
Lumino City,"OS X, Windows, iOS",Wind,"Puzzle, adventure",State of Play Games
M.U.D. TV,Microsoft Windows,2010,Business simulation,Kalypso Media
MLB 2K10,"Microsoft Windows,[2] Xbox 360, PlayStation 3, PlayStation 2, Wii, Nintendo DS, PlayStation Portable, Cloud (OnLive)",2010,Sports,2K Sports
MLB 2K11,Xbox 360,2011,Sports (Professional baseball),2K Sports
MLB 2K12,"PlayStation 2, PlayStation 3, PlayStation Portable, Microsoft Windows, Nintendo DS, Wii, Xbox 360, Cloud (OnLive)",2012,Sports (Professional baseball),2K Sports
Magic Duels,"Microsoft Windows, Xbox One, iOS",2015,Collectible card game,Wizards of the Coast
Magical Diary,"Windows, macOS, Linux",2011,Visual novel,Hanako Games
Magicka 2,"Microsoft Windows, PlayStation 4, Linux, OS X",Play,Action-adventure,Paradox Interactive
Majesty 2,"Microsoft Windows, Mac OS X",2009,Real-time Strategy,"1C, Paradox Interactive"
MapleStory,Microsoft Windows,N/A,Massively multiplayer online role-playing game,"Nexon (South Korea, Japan, North America, Europe, Thailand)"
March of the Eagles,"Microsoft Windows, OS X",2013,Grand strategy,Paradox Interactive
Mark of the Ninja,"Xbox 360, Microsoft Windows, Linux, OS X",2012,"Action, stealth",Microsoft Studios
Marlow Briggs,Xbox 360,N/A,"Action-adventure, Hack and slash",505 Games
Marvel Heroes 2015,All versions,2013,Massively multiplayer online action role-playing,N/A
Marvel Puzzle Quest,"iOS, Android, Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",Andr,Puzzle RPG,D3 Publisher
Master Levels for DOOM II,"MS-DOS, Mac OS, PlayStation, Game Boy Advance, Tapwave Zodiac, Xbox, Xbox 360, PlayStation 3",1994,First-person shooter,GT Interactive Software[b]
Max and the Magic Marker,"Macintosh, Wii (WiiWare), Windows, Windows Phone, iOS, PlayStation Network, Nintendo DS",2010,Platformer,"The Games Company (Mac, PC)"
McPixel,Windows,N/A,Puzzle Game,N/A
MechWarrior Online,Microsoft Windows,2013,"Vehicular combat, action",2011-14 Infinite Game Publishing
Medal of Honor Airborne,Mobile phone,2007,First-person shooter,Electronic Arts
Medieval II Total War,"Microsoft Windows, OS X, Linux",Linu,"Real-time tactics, Turn-based strategy",Sega
Mercenary Kings,"Microsoft Windows, Mac OS X, PlayStation 4, PlayStation Vita, Linux",2014,Shoot 'em up,Tribute Games
Metro 2033 Redux,Microsoft Windows,Xbox,"First-person shooter, survival horror",THQ
Metro Last Light,Microsoft Windows,Play,First-person shooter,Deep Silver
Miasmata,Microsoft Windows,2012,"Adventure game, survival[2][3]",Devolver Digital
Microsoft Flight,Microsoft Windows,2012,Casual simulation,Microsoft Studios
Might & Magic Heroes VII ,Microsoft Windows,2015,Turn-based strategy,Ubisoft
Mighty Gunvolt,"Nintendo 3DS, PlayStation 4, PlayStation Vita, Microsoft Windows",2014,Platform,Inti Creates
Mini Motor Racing EVO,iOS,iPho,Racing,N/A
Monday Night Combat,"Xbox 360, Microsoft Windows",2010,"Third-person shooter, Multiplayer online battle arena",Microsoft Game Studios (Xbox 360)
Monochroma,Microsoft Windows,2014,Cinematic puzzle-platformer,Nowhere Studios (Steam)
Monster Bash,MS-DOS,N/A,Side-scrolling platformer,Apogee Software
Mortal Online,Microsoft Windows,2010,MMORPG,Star Vault
Multiwinia,Windows,N/A,Real-time strategy,Introversion Software (Windows)
Mushroom 11,Microsoft Windows,2015,Puzzle-platform,Untame
Mutant Mudds Deluxe,iOS,2012,Platform,Renegade Kid
My Lands,"Microsoft Windows, OS X, Android, iOS",N/A,"Turn-based strategy
massively multiplayer online game",N/A
Myst Masterpiece Edition,"Mac OS, Saturn, PlayStation, 3DO, Microsoft Windows, Atari Jaguar CD, CD-i, AmigaOS, PlayStation Portable, Nintendo DS, iOS, Nintendo 3DS, Android",1993,"Graphic adventure, puzzle",Brøderbund
Myst V,"Microsoft Windows, Mac OS X",2005,Adventure,Ubisoft
NEO Scavenger,"Microsoft Windows, OS X, Linux",N/A,"Role-playing
Roguelike",Blue Bottle Games
Nail'd,Microsoft Windows,2010,Off-road arcade racing,Deep Silver
Napoleon Total War,"Microsoft Windows, Mac OS X",N/A,"Turn-based strategy, real-time tactics","Sega, Typhoon Games,"
Need for Speed Undercover,Microsoft Windows,2008,Racing,Electronic Arts
Neighbours from Hell,"Nintendo GameCube, Xbox, Microsoft Windows, Nintendo DS, iOS, Android",2003,"Strategy, puzzle",JoWooD Productions (Europe)
Neverending Nightmares,Microsoft Windows,2014,Survival horror,Infinitap Games
Nexuiz,"Linux, FreeBSD, Microsoft Windows, OS X, AmigaOS 4, AROS",2005,First-person shooter,Alientrap
NiGHTS into Dreams...,Sega Saturn,N/A,Action,Sega
Nihilumbra,"iOS,[1] Microsoft Windows,[2] macOS,[2] Linux,[2] Wii U, PS Vita, Android",2012,"Puzzle, Platform",N/A
Nimble Quest,"iOS, Android, Ouya, Steam",2013,Action role-playing game,NimbleBit (iOS)
No More Room in Hell,"Microsoft Windows, OS X, Linux, Steam OS",2011,"First-person shooter, survival horror",N/A
No Time To Explain Remastered,Linux,OS X,"Platform, action",tinyBuild
No Time to Explain,Linux,OS X,"Platform, action",tinyBuild
Nosgoth,Microsoft Windows[5],N/A,Action,Square Enix[1][2]
NotGTAV,Microsoft Windows,Linu,Casual,NotGames LLP
Nuclear Throne,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita",OS X,"Shoot 'em up, roguelike",Vlambeer
NyxQuest,"WiiWare, Windows, OS X, iOS",2009,Platform,Over The Top Games
Obscure 2,Microsoft Windows,Play,Survival horror,NA: Ignition Entertainment
Oddworld New 'n' Tasty,Linux,Micr,Cinematic platformer,Oddworld Inhabitants
Offworld Trading Company,"Microsoft Windows, macOS",2016,Real-time strategy,Stardock
Omerta - City of Gangsters,Microsoft Windows,Xbox,Simulation game,Kalypso Media
One Finger Death Punch,Android,2013,"Action, beat 'em up",Silver Dollar Games
Oniken,"Microsoft Windows,",2012,"Action, platformer",JoyMasher
Operation Flashpoint Dragon Rising,Microsoft Windows,2009,"Tactical shooter, military simulation",Codemasters
Orcs Must Die!,Microsoft Windows,2011,"Tower defense, action",Microsoft Studios[1]
Orcs Must Die! 2,Microsoft Windows,2012,"Tower defense, action",Robot Entertainment
Ori and the Blind Forest,Microsoft Windows,2015,"Platform-adventure, Metroidvania",Microsoft Studios
Original War,PC,2001,Real-time tactics,Virgin Interactive
Osmos,Microsoft Windows,N/A,Puzzle,Hemisphere Games
PAYDAY 2,Microsoft Windows,Xbox,"First-person shooter, stealth",505 Games
Pacific Storm,Microsoft Windows,2006,Real-time strategy,"Buka Entertainment, CDV"
Painkiller Overdose,Microsoft Windows,2007,First-person shooter,DreamCatcher Interactive (North America)
Panzar,Microsoft Windows,2013,Action,Panzar Studio
Panzer Tactics HD,"Microsoft Windows, iOS",2014,Turn-based tactics,bitComposer Games
Papo & Yo,"PlayStation 3,[2] Microsoft Windows, OS X, Linux",2012,"Adventure, puzzle",Minority Media Inc.
Path of Exile,Microsoft Windows,N/A,"Action role-playing, hack and slash",Grinding Gear Games
Patrician III,Microsoft Windows,2003,Business simulation game,Encore
Peggle Deluxe,Microsoft Windows,2007,Puzzle,PopCap Games
Peggle Extreme,Microsoft Windows,2007,Puzzle,PopCap Games
Penumbra Overture,"Microsoft Windows, Linux, Mac OS X",N/A,Survival horror,Paradox Interactive
Penumbra Requiem,"Microsoft Windows, Linux, Mac OS X",N/A,Survival horror,Paradox Interactive
Perpetuum,Microsoft Windows,2010,Vehicular combat MMORPG,Avatar Creations
Pinball FX2,"Xbox 360 (XBLA), Microsoft Windows, Xbox One",2010,Pinball,Microsoft Game Studios
Pink Hour,"Windows, iOS, PlayStation 4",2014,Platform,Playism
Pirates of Black Cove,PC,2011,Real-time strategy,Paradox Interactive
Pixel Piracy,"Microsoft Windows, Linux, OS X, PlayStation 4, Xbox One",OS X,Action-adventure,Re-Logic
PixelJunk Eden,PlayStation 3 (PSN),2008,"Platform, puzzle",JP: Q-Games
PixelJunk Shooter,"PlayStation 3, Microsoft Windows, Mac OS X, Linux, PlayStation 4, PlayStation Vita",2009,Multidirectional shooter,JP: Q-Games
Planet Explorers,"Microsoft Windows, OS X, Linux",2016,"Adventure, sandbox, role-playing",Pathea Games
PlanetSide 2,"Microsoft Windows, PlayStation 4",2012,Massively multiplayer online first-person shooter game,Daybreak Game Company
Planetbase,"Microsoft Windows, OS X, Xbox One",2015,"Indie, simulation, strategy",Madruga Works
Planets Under Attack,Microsoft Windows,OS X,Strategy,Topware Interactive
Poker Night 2,"Microsoft Windows, OS X, PlayStation 3, Xbox 360,[1] iOS",2013,Card video game,Telltale Games
Poker Night at the Inventory,Microsoft Windows,2010,Adult's Card game,Telltale Games
Portal Stories Mel,"Windows, OS X, Linux",2015,Puzzle platformer,Prism Studios
Postal 3,Microsoft Windows,2011,Third-person shooter,Akella
Pox Nora,"Java, PlayStation Vita, PlayStation 4",2006,"Turn-based strategy, collectible card game",Daybreak Game Company
Pride of Nations,Microsoft Windows,N/A,Turn-based grand strategy,Paradox Interactive
Primal Carnage,Microsoft Windows,2012,"First-person shooter
Third-person",Reverb Publishing
Prime World,"macOS, Microsoft Windows",N/A,"MMORPG, multiplayer online battle arena",Nival
Prince of Persia The Sands of Time,Game Boy Advance,2003,"Action-adventure, puzzle-platformer, hack and slash",Ubisoft
Project Snowblind,"PlayStation 2, Xbox, Microsoft Windows",2005,First-person shooter,Eidos Interactive
Project Zomboid,Java[1],N/A,"Role-playing, survival horror",The Indie Stone
ProtoGalaxy,Microsoft Windows,2010,"Action-adventure, arcade, dungeon crawl, puzzle, role-playing, shoot 'em up",Source Studio
Putt-Putt Joins the Circus,"Macintosh, Windows, iOS, Linux, Steam",2000,Adventure,Humongous Entertainment
Putt-Putt Saves the Zoo,"Android, Macintosh, Windows, Linux",1995,Adventure,Humongous Entertainment
Puzzle Agent,"Windows, OS X, PlayStation Network, iOS",2010,Adventure/Puzzle,Telltale Games
Puzzle Agent 2,"Windows, Mac OS X, iPhone, iPad",2011,Adventure/Puzzle,Telltale Games
Puzzle Bots,Microsoft Windows,2010,Adventure,Wadjet Eye Games[1]
Puzzle Pirates,"Any with Java, incl. Windows, Mac, Linux, iPad (No longer supported)",2003,MMOG,"Three Rings Design, Ubisoft"
Puzzle Quest,Nintendo DS,N/A,"Puzzle, role-playing",D3 Publisher
Puzzle Quest Galactrix,"Nintendo DS, PlayStation 3 (PSN), Windows, Xbox 360 (XBLA)",2009,Puzzle,D3 Publisher
Pyroblazer,Microsoft Windows,2008,Combat racing,Candella Software
Q.U.B.E.,Android,Play,Puzzle,Toxic Games
Quake III Arena,"Microsoft Windows, Linux, Mac OS X, Dreamcast, PlayStation 2, Xbox 360, iOS",1999,First-person shooter,"Microsoft Windows, Mac OS X"
Quake Live,Microsoft Windows[1],2010,First-person shooter,Bethesda Softworks
Quantum Conundrum,"Microsoft Windows, PlayStation 3, Xbox 360",2012,Puzzle-platformer,Square Enix
Quest of Dungeons,"Microsoft Windows, OS X, Linux, Xbox One, PlayStation 4, Nintendo 3DS, Wii U, Nintendo Switch, iOS, Android",2014,Roguelike,WW: Upfall Studios
R.U.S.E,"Microsoft Windows, Mac OS X, Xbox 360, PlayStation 3",2010,Real-time strategy,Ubisoft
RACE 07,Microsoft Windows,N/A,Racing simulation,SimBin Studios
ROCKETSROCKETSROCKETS,"Microsoft Windows, OS X, Linux, PlayStation 4[1]",N/A,"Action, casual, sports, strategy",Radial Games Corp
RONIN,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita",Linu,"Action, platform",Devolver Digital
RPG Maker 2000,Microsoft Windows,2000,Game development software,ASCII Corporation
RPG Maker 2003,"Windows 95, Windows 98, Windows 2000, Windows XP, Windows Vista, Windows 7, Windows 8",2002,"Role-playing video game, Game development software",Enterbrain
RPG Maker VX Ace,"Windows 2000, Windows XP, Windows Vista, Windows 7",with,Game creation software,Enterbrain Inc.
RaceRoom Racing Experience ,Microsoft Windows,2013,Racing simulation,RaceRoom Entertainment AG
Rag Doll Kung Fu,Microsoft Windows,N/A,Fighting,NA: Merscom
RaiderZ,Microsoft Windows,N/A,MMORPG,Perfect World Entertainment
Rampage Knights,"Microsoft Windows, OS X",N/A,"Roguelike, arcade game",N/A
Randal's Monday,"PC, Android, iOS & PS4",2014,Adventure,Daedalic Entertainment
Realm of the Mad God,Adobe Flash,2011,Massively multiplayer online roleplaying game,Deca Games [1]
Realms of the Haunting,"Windows 95, MS-DOS (OS X and Linux via DOSBox on GOG.com)",N/A,"First-person adventure, First-person shooter",Interplay Productions[1]
Rebel Galaxy,Microsoft Windows,OS X,Space flight simulator,Double Damage Games
Red Faction Armageddon,Microsoft Windows,N/A,Third-person shooter,THQ
Renegade Ops,Microsoft Windows,N/A,Vehicular combat,Sega
Resident Evil Operation Raccoon City,Microsoft Windows,2012,Third-person shooter,Capcom
Restaurant Empire II,Microsoft Windows,2009,Business simulation game,Paradox Interactive
Retro City Rampage DX,"Microsoft Windows, Microsoft Xbox 360, Sony PlayStation 3, PlayStation Vita, Nintendo 3DS, Nintendo Switch, Wii, PlayStation 4, OS X, DOS, Linux, PlayStation Portable, Android, IOS",2012,Action-adventure,Vblank Entertainment
Retro-Pixel Castles,"Microsoft Windows, OS X, Linux",N/A,"City-building, strategy",SixtyGig Games
Retro/Grade,PlayStation 3[1],N/A,Music,24 Caret Games
Return to Castle Wolfenstein,Microsoft Windows,2001,First-person shooter,Activision
Return to Mysterious Island 2,Microsoft Windows,N/A,Adventure,Microïds (Anuman Interactive)
Revenge of the Titans,"Microsoft Windows, Linux, Mac OS X",2010,"Tower defense, real-time strategy",Puppy Games
Rig 'n' Roll,Microsoft Windows,2009,"Truck simulator, RPG, Sandbox, Action-racing, Adventure, Truck tycoon",1C Company (Russia & UK)
Rise of Incarnates,Microsoft Windows,2015,Fighting,Bandai Namco Entertainment
Rise of the Argonauts,"Microsoft Windows, PlayStation 3, Xbox 360",2008,Action role-playing,Codemasters
Rise of the Triad,"DOS, Microsoft Windows, Linux,[1] iOS[2]",1994,First-person shooter,Apogee Software
Risk of Rain,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita",2013,Metroidvania[1],Chucklefish
Rivals of Aether,"Microsoft Windows, Xbox One",2017,Fighting game,Dan Fornace
Riven,"Mac OS, Microsoft Windows, Sega Saturn, PlayStation, Pocket PC, iOS, Android",1997,Graphic adventure,"Red Orb Entertainment (PC, Mac)"
Road Not Taken,PlayStation 4,2014,"Roguelike, puzzle",Spry Fox
Road Redemption,Linux,Micr,"Vehicular combat, racing",N/A
RoboBlitz,"Microsoft Windows, Xbox 360",2006,"Puzzle, action",Naked Sky Entertainment (PC)
Robocraft,"Microsoft Windows, OS X, Linux",N/A,"Vehicular combat, physics based simulation, third-person shooter, strategy",Freejam Games
Rogue Legacy,"Microsoft Windows, Linux, OS X, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox One",2013,"Platformer, roguelike,[2] Metroidvania[3]",Cellar Door Games
RollerCoaster Tycoon Deluxe,"Microsoft Windows, Xbox",1999,Construction and management simulation,Windows
Rome Total War,"Microsoft Windows, Mac OS X, iOS",2004,"Real-time tactics, turn-based strategy",Activision (original)
Roogoo,"Xbox 360 (XBLA), Windows",2008,Puzzle game,SouthPeak Games
Royal Quest,N/A,2015,"fantasy, massively multiplayer online role-playing game",N/A
Rugby Challenge 2,"PlayStation 3, Xbox 360, Microsoft Windows",N/A,Sports/Rugby Union,Tru Blu Entertainment
Rulers of Nations,PC,2010,"Government simulation game
Real-time strategy",N/A
Runaway A Road Adventure,"iOS, Microsoft Windows",2001,Adventure,Dinamic Multimedia
Runestone Keeper,"Windows, Mac OS X, iOS, Android",2015,Roguelike,Blackfire Games
Rusty Hearts,Microsoft Windows,2011,MMORPG,KOR: Windysoft
S.T.A.L.K.E.R. Clear Sky,Microsoft Windows,N/A,"First-person shooter, survival horror",CIS: GSC World Publishing
S.T.A.L.K.E.R. Shadow of Chernobyl,Microsoft Windows,N/A,"First-person shooter, survival horror",CIS: GSC World Publishing
SMITE,Microsoft Windows,2014,Multiplayer online battle arena[3],Hi-Rez Studios
Sacred Citadel,"PlayStation 3, Windows, Xbox 360",2013,"Action, beat 'em up",Deep Silver
Saints Row The Third,"Microsoft Windows, PlayStation 3, Xbox 360, Linux",X360,Action-adventure,THQ
Sakura Angels,"Windows, OS X, Linux",2014,Visual novel,Sekai Project
Sakura Spirit,"Windows, OS X, Linux",2014,Visual novel,Sekai Project
Samorost 2,"Microsoft Windows, OS X, Linux",2005,Graphic adventure,Amanita Design
Sanctum 2,"Microsoft Windows, OS X, Linux, PlayStation 3, Xbox 360",Xbox,"First-person shooter, tower defense",Coffee Stain Studios
Satellite Reign,"Microsoft Windows, OS X, Linux",2015,"Tactical role-playing game, real-time tactics",5 Lives Studios
Saturday Morning RPG,"Microsoft Windows, iOS, OS X, Ouya, Linux, Android, PlayStation 4, PlayStation Vita, Wii U, Xbox One",2012,Role-playing,Mighty Rabbit Studios
Scarygirl,Personal computer,2012,Adventure-platformer,Square Enix
Screencheat,"Microsoft Windows, OS X, Linux, PlayStation 4, Xbox One",OS X,First-person shooter,Surprise Attack
Scribblenauts Unlimited,Nintendo 3DS,Wii,"Emergent, puzzle, action",Warner Bros. Interactive Entertainment
Scribblenauts Unmasked,"Wii U, Nintendo 3DS, Microsoft Windows",2013,"Puzzle, action",Warner Bros. Interactive Entertainment
Second Chance Heroes,iOS,2014,"Action role-playing, hack and slash",N/A
Secret Ponchos,PlayStation 4,2014,Top-down shooter,Switchblade Monkeys[1]
Septerra Core,"Microsoft Windows, MacOS, Linux",1999,Role-playing,Monolith Productions
Serious Sam 2,"Microsoft Windows, Xbox",N/A,First-person shooter,2K Games
Serious Sam Double D XXL,Microsoft Windows,2011,Side-scrolling shooter,Devolver Digital
Shadow Puppeteer,"Windows, Wii U",2014,"Adventure, platform, puzzle",Snow Cannon Games
Shadow Warrior Classic Redux,MS-DOS,1997,First-person shooter,GT Interactive
Shadowgate,Apple Macintosh,1987,"Adventure
Graphic adventure game",Mindscape
Shadowgrounds,"Microsoft Windows, Linux, Mac OS X",2005,Top-down shooter,FL: Plan 1
Shadowgrounds Survivor,"Microsoft Windows, Linux, Mac OS X",2007,Top-down shooter,Frozenbyte
Shattered Horizon,Microsoft Windows,2009,"First-person shooter, Tactical shooter",N/A
Shattered Planet,"iOS, Android",N/A,Role-playing game,N/A
Shelter 2,"Microsoft Windows, OS X, Linux",2015,Survival,N/A
Sherlock Holmes Nemesis,Microsoft Windows,N/A,Adventure,Focus Home Interactive
Sherlock Holmes versus Jack the Ripper,Microsoft Windows,N/A,Adventure,Focus Home Interactive
Shift 2 Unleashed,Microsoft Windows,Play,Racing,Electronic Arts
Shoot Many Robots,"Xbox Live Arcade, PlayStation Network, Microsoft Windows, Android",2012,Shooter,Ubisoft
ShootMania Storm,Microsoft Windows,N/A,First-person shooter,Ubisoft
SiN,"Microsoft Windows, Linux, Classic Mac OS",1998,First-person shooter,Activision
SiN Episodes Emergence,Microsoft Windows,2006,First-person shooter,Ritual Entertainment
Sid Meier's Starships,"Microsoft Windows, OS X, iOS",2015,Turn-based strategy,2K Games
Sigils of Elohim,"Microsoft Windows, OS X, Linux, Android, PlayStation 4, iOS",OS X,Puzzle,Devolver Digital
Silent Hill Homecoming,"PlayStation 3, Xbox 360, Microsoft Windows",2008,Survival horror,Konami Digital Entertainment
Silverfall,"Windows, PlayStation Portable",2007,Role-playing,Monte Cristo
SimCity 4 Deluxe,Microsoft Windows,2003,"Construction and management simulation, city-building",EA Games (Microsoft Windows)
Sine Mora,"Xbox 360, PlayStation Vita, PlayStation 3, Microsoft Windows, Ouya, iOS, Android, PlayStation 4, Xbox One, Nintendo Switch",2012,Shoot 'em up,Microsoft Studios (XBLA)
Sins of a Dark Age,Microsoft Windows,N/A,"Multiplayer online battle arena, real-time strategy","Ironclad Games, Steam"
Skullgirls,Android,2012,Fighting,Marvelous
Skulls of the Shogun,Microsoft Windows,2013,Turn-based tactics,17-BIT
SkyDrift,"PlayStation 3 (PSN),",2011,Arcade racing,Digital Reality
Slam Bolt Scrappers,"PlayStation Network, Microsoft Windows",2011,"Puzzle, Action",N/A
Snuggle Truck,"iOS, Mac OS X, Windows, Blackberry PlayBook, Nokia N9, Linux (Flash), Android",2011,"Action, Driving, Racing",N/A
Sokobond,"Linux, OS X, Windows",N/A,Puzzle,N/A
Sol Survivor,"Xbox 360, Microsoft Windows",Impu,Tower defense,N/A
SolForge,"Android, iOS, Linux, MacOS, Microsoft Windows",2016,Collectible card game,Stone Blade Entertainment
Solar 2,"Windows, Mac OS X, Linux, Android, iOS",iOS,"Open world, sandbox video game",Murudai
Sonic Adventure 2 ,"Dreamcast, GameCube, PlayStation 3, Xbox 360, Microsoft Windows",2001,"Platformer, action-adventure",Sega
Sonic Adventure DX,"Dreamcast, GameCube, Microsoft Windows, Xbox 360, PlayStation 3",1998,"Platform, action, role-playing",Sega
Space Ace,"Arcade, 3DO, Amiga, Apple IIgs, Philips CD-i, Jaguar CD, Macintosh, MS-DOS, Atari ST, Sega CD, DVD Player, Blu-ray, Wii, DSiWare, iOS, PlayStation 3, Android, Steam, SNES",1984,Action Interactive Movie,"Cinematronics, Digital Leisure (current)"
Space Channel 5 Part 2,"Dreamcast, PlayStation 2, Xbox Live Arcade, PlayStation Network, Steam, Microsoft Windows",2002,Music,Sega
Space Empires V,PC,N/A,Turn-based strategy,Strategy First
Space Engineers,Microsoft Windows,2013,"Sandbox, simulation",Keen Software House
Space Pirates and Zombies,"Microsoft Windows, Linux, Mac OS X, OnLive",2011,"Real-time Strategy, RPG",N/A
Space Run,Linux,2014,tower defense,Focus Home Interactive
Space Siege,Microsoft Windows,2008,Action role-playing,Sega
Space Warp,Arcade,N/A,Fixed shooter,N/A
SpaceChem,"Microsoft Windows, OS X, Linux, iOS, Android",2011,Puzzle game,Zachtronics Industries
Spacebase DF-9,"Microsoft Windows, OS X, Linux",2014,Space simulator,Double Fine Productions
SpeedRunners,"Microsoft Windows, OS X, Linux, Xbox One, PlayStation 4",OS X,Platform,tinyBuild
Speedball 2 Tournament,Microsoft Windows,2007,Futuristic sports game,Frogster Interactive Pictures
Spelunky,"Microsoft Windows, Xbox 360, PlayStation 3, PlayStation 4, PlayStation Vita, Chrome OS",2008,"Platformer
rogue-lite","Mossmouth, LLC"
Spintires,Microsoft Windows,2014,Vehicle simulation,Oovee Game Studios
Spiral Knights,"Any with Java, incl. Linux, Mac, Windows",2011,MMOG,Sega
Spore Creepy & Cute Parts Pack,Microsoft Windows[1],2008,"God game, life simulation, real-time strategy",Electronic Arts
Star Conflict,Microsoft Windows,2012,"Action, MMO, Space Sim",Gaijin Entertainment
Star Ruler,Windows,2010,Real-time strategy / 4X,NA: IGS
Star Trek D-A-C,"Xbox 360, PlayStation 3, Microsoft Windows, Mac OS X",2009,Shooter,Paramount Digital Entertainment
Star Wars Dark Forces,"MS-DOS, Macintosh, PlayStation",1995,First-person shooter,LucasArts
Star Wars Jedi Knight Jedi Academy,Microsoft Windows,2003,"First-person shooter, third-person shooter",NA: LucasArts
Star Wars Knights of the Old Republic,Xbox,2003,Role-playing,LucasArts
Star Wars Republic Commando,"Xbox, Microsoft Windows, mobile phone",2005,"Tactical shooter, first-person shooter",NA: LucasArts
Star Wars Starfighter,"PlayStation 2, Xbox, Microsoft Windows, arcade, PlayStation 3",2001,Action,NA: LucasArts
Star Wars The Force Unleashed II,"PlayStation 3, Xbox 360, Microsoft Windows, Wii, Nintendo DS, iOS",2010,Action-adventure,LucasArts
Star Wolves,Microsoft Windows,N/A,"Real-time tactics
RPG
Space simulation",1C Company
StarDrive,Microsoft Windows,2013,"4X, real-time strategy",Iceberg Interactive
StarForge,Microsoft Windows,2014,"Action, RPG, Simulation",codeHatch
StarMade,"Windows, Macintosh, Linux",2012,"Open world, Sandbox, Space flight simulator game, First Person Shooter, Sci-Fi",Schine GmbH
Stargate Resistance,Microsoft Windows,2010,Third-person shooter,FireSky
Starpoint Gemini 2,"Microsoft Windows, Xbox One",N/A,"Space trading and combat simulator, Role playing video game",Iceberg Interactive
Starscape,Microsoft Windows,N/A,Multidirectional shooter,WW: Moonpod
Startopia,Microsoft Windows,N/A,Business simulation game,Eidos Interactive
Stealth Bastard Deluxe,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation 3, PlayStation Vita, Android, iOS",Linu,"Platform, stealth",Curve Digital
